,0
154,2.982118196758667
155,2.9956746711893008
156,2.9953342840457196
157,2.9953775236232634
158,3.0011201549643056
159,2.9945759990896206
160,3.0018994416488156
161,2.9917369863428314
162,3.0019192373791603
163,3.003424841637118
164,3.006862272750222
165,3.01006440399781
166,2.98267598461483
167,2.978431030047167
168,3.0089786234590283
169,3.0095003110488685
170,2.9836321992882167
171,3.003709976093358
172,3.0047396647538482
173,2.996048750052491
174,2.9864678819734713
175,2.9944597981219974
176,3.005873188224556
177,2.986991960825674
178,2.9913888125427377
179,2.9977597058645533
180,2.9987442917153873
181,3.0020323932234176
182,2.984048751781499
183,3.000302315981811
184,2.986681125204468
185,2.998040679430914
186,2.9917830124361204
187,2.9928877189835035
188,3.0048842747543887
189,2.997926198201947
190,2.996541039642508
191,2.991036970134014
192,2.9993664986798465
193,2.9837643604618944
194,2.9861043559609817
195,2.9885178209775725
196,2.9793715534223764
197,3.0093324603653415
198,2.992810966715028
199,2.9964685722911657
200,2.988847801959206
201,2.991239310100123
202,3.0053202552204143
203,2.9883942762706033
204,3.002743793538909
205,3.0067480560943514
206,2.999755547235763
207,2.9966548228605028
208,2.994768164967499
209,3.0038560556296106
210,2.9920974706329715
211,3.0024005159223837
212,3.0005039745519935
213,2.999585913918275
214,2.9815439774738945
215,2.988504598114362
216,2.976411234786789
217,2.992989307990162
218,2.994544424777028
219,2.996628161311147
220,2.9989035299882754
221,3.001705034973929
222,3.0027518707020695
223,2.982488190219578
224,2.9960924359571743
225,2.9970160256087923
226,2.9929114595865753
227,2.9930214411678975
228,2.9989211519049572
229,3.0014544697801417
230,3.009029001982922
231,3.0084632182709137
232,3.0072465751136326
233,2.9999857300325097
234,3.005942199790302
235,2.989054451714618
236,2.9841217973992067
237,2.9992480285492853
238,2.999808337936455
239,2.993013993836299
240,2.980801226165721
241,2.9975070332859546
242,2.9923503355450047
243,3.001746852981686
244,2.99963635794216
245,2.978942786007072
246,3.0075325253077017
247,2.995948777521187
248,2.992371820677935
249,2.984371668014688
250,3.003179807964514
251,3.0119510780870216
252,3.0073847525406063
253,2.9931615499148716
254,2.999401038887323
255,3.0100574393065322
256,2.9994123291288495
257,2.9934122367373983
258,2.9859695011172005
259,2.9857889659689945
260,2.9875615460405838
261,2.9987771055453374
262,2.996472896389558
263,2.994678285201729
264,3.0030081280013503
265,3.0049712390244863
266,2.98625274382431
267,3.0058748633421613
268,2.9907864074290966
269,2.984451477817658
270,3.0062299979831058
271,3.000174293574693
272,3.0016641068888017
273,2.9892623728151313
274,2.986908511689738
275,2.9887911995476895
276,2.9893008321031624
277,3.0003811697325182
278,3.006209617679666
279,2.9935945822683516
280,2.9952978504206524
281,2.9887843292116636
282,2.989661265233258
283,3.006578016098625
284,2.994665670318894
285,2.997765547938258
286,2.99597134799699
287,2.9958055825155996
288,2.9883366326721186
289,2.991693445060824
290,2.993034752873718
291,2.98897700243024
292,2.994877397187939
293,2.98824707921979
294,3.004930856037966
295,2.999465908933448
296,2.9856208746260458
297,2.994117719937054
298,3.0034779525301976
299,2.999510004098204
300,3.000734631160265
301,2.9874744925506684
302,3.0090212375059684
303,2.9849147937128175
304,2.999834354245112
305,2.9901623483139206
306,3.0013947439301916
307,3.0091987754690033
308,2.995247795917546
309,2.9946831060926793
310,2.99935266929124
311,3.0004723151732557
312,2.995002646828094
313,2.995290017499186
314,2.988334964293006
315,2.999521270994552
316,2.9994492321221635
317,2.991123275213818
318,2.995782410416252
319,2.992013364722744
320,2.9984297727604554
321,3.0044962567157847
322,3.006576678682296
323,2.9867033863161496
324,3.000422972940993
325,2.9786943944392927
326,2.9724634729633785
327,2.985948078642851
328,3.001002455872317
329,3.0056387256876835
330,2.9915606431458936
331,2.9962636912327083
332,3.0004693564555
333,3.008310952817215
334,2.9854179122190567
335,2.997761349339044
336,2.993932639206802
337,2.9755937685434803
338,3.010052738017057
339,2.986198304433918
340,2.990165710616572
341,3.0020296526653882
342,3.000102468479935
343,3.000592263429378
344,2.9929551682997233
345,2.9830190173306304
346,3.0009634750371155
347,2.9912790308466795
348,2.9917409024972987
349,3.001867915643927
350,3.004406554693863
351,2.9886536042297824
352,2.984791178607212
353,3.000940438012186
354,3.0016930021549824
355,2.998694941622989
356,3.0033123126142556
357,2.981062352537917
358,2.981309435742435
359,2.980877519669071
360,3.0180622328338513
361,2.996968423504087
362,2.9800290763292496
363,2.9880584902104355
364,2.9862863251403082
365,2.9885082364194004
366,2.987156205319743
367,2.984527682825563
368,2.982298521632087
369,3.0041086064421703
370,2.9831902510672044
371,2.9949262548379822
372,3.0016155292091367
373,2.9964011933058385
374,3.0018764969224074
375,2.9818958271361846
376,3.0010955044144443
377,2.9954094253255987
378,2.9851963975763094
379,3.000429997201395
380,2.9991104311203123
381,2.9845045156330463
382,3.0113463335983583
383,2.988485807864939
384,3.00107822496367
385,3.0013650467667485
386,2.988891383967805
387,2.995745017729477
388,3.004315778938305
389,2.9990336542993954
390,2.9891947233384015
391,2.998396039238316
392,2.986929346904941
393,2.9939691316297328
394,2.9832017265303112
395,3.0053480557436947
396,2.989293625727541
397,3.0042010464768643
398,2.9997623621438363
399,2.9994663561383907
400,2.9947960926927792
401,2.990399178150753
402,2.998310762684582
403,2.992763064837074
404,2.987774130331107
405,2.989160157817292
406,2.9993423457533366
407,3.0062497189120703
408,2.99285746980681
409,2.995337016506822
410,2.980218901927862
411,2.9889025225778387
412,2.989588895931068
413,2.9980358483939025
414,2.9952166902699453
415,2.9885627038037077
416,2.9955157657465485
417,2.996859719388664
418,2.996189303598782
419,2.9963261623234394
420,2.9898406524655816
421,3.0014878605442457
422,2.992457167470534
423,2.999328009355575
424,2.9896206155657445
425,2.988504430188681
426,2.9742363429852725
427,2.998159063432476
428,2.984196720455991
429,2.99153230042191
430,2.9834432637712403
431,2.9836976002197413
432,2.9992564801581065
433,2.9900779068074534
434,2.9947313373356783
435,3.0004686251691592
436,2.9913220955880164
437,2.9882015912398896
438,2.9915908588991638
439,2.993862387343868
440,3.000541183660979
441,2.9857969222366822
442,3.0110762600106
443,3.0056254003778142
444,3.001718606177005
445,2.993911046502656
446,3.0022631350376066
447,3.018570534924757
448,2.971776593897104
449,2.975841671113237
450,3.021421655510291
451,2.9975919426663875
452,2.993560118485019
453,2.996104748876488
454,2.9988519488036642
455,3.001108201015867
456,2.9900781917816768
457,2.990229054345626
458,3.0041543837325704
459,3.0017999794480272
460,2.976836473796573
461,3.0136579145678013
462,3.008657004481603
463,2.9854389014872083
464,3.009159131083437
465,2.989641601768437
466,2.990616128585243
467,2.9985433259152945
468,3.0052670158714982
469,2.988583636366364
470,2.9887838822017745
471,3.0076551439887953
472,3.007653659704146
473,3.0053174106049396
474,2.9930935879090486
475,2.997334633206147
476,2.989948239315311
477,3.0012578418958373
478,2.9992800746518102
479,2.9990732484075
480,2.993124708671354
481,2.9921260730503225
482,3.0062867450041746
483,2.9829512616094838
484,3.0054278921737843
485,2.9850835679064316
486,3.0021076919904344
487,3.00353881735038
488,3.00429121189057
489,2.9849098546150206
490,3.003912408510916
491,2.9953480074605845
492,2.987227382520148
493,3.0047635734869353
494,2.993946189095444
495,3.004527432717223
496,3.0001389688276943
497,2.993120501162104
498,2.977920868708907
499,2.976923143573874
500,2.98254692391765
501,3.013309331554195
502,3.0003023336167236
503,3.00853563866327
504,2.9849006865245697
505,3.0107846856624176
506,2.9839922780789268
507,2.9939210609371534
508,2.9894393018606897
509,2.9837775871028756
510,2.9999488800013334
511,2.9973217058055805
512,2.9866147677270014
513,3.008670672696061
514,3.0133657894667034
515,2.9745311746194814
516,3.006065108071602
517,3.0040690864898347
518,3.0063076568034117
519,3.0087989172709806
520,2.9961458749896153
521,2.9845015443143605
522,2.994549755518329
523,2.996164145861196
524,2.989858534393038
525,2.9887337028765852
526,2.9896406812934875
527,3.0061163291673814
528,2.9984054930294906
529,3.0093301820376253
530,2.9986099409459603
531,3.001573429442052
532,2.995449150266248
533,2.99794305064498
534,2.9987795386952754
535,3.0124644166109538
536,3.0141804337037463
537,3.013707873648822
538,2.9904571879961686
539,2.9919707193253715
540,2.995679272189677
541,2.987395130644272
542,2.9991818608817975
543,3.0030150398680715
544,2.989790263722558
545,2.995702511089685
546,2.99974756783017
547,2.9999206114735784
548,2.99650303130279
549,2.991864780709766
550,3.000887852884419
551,3.0029223141053474
552,2.99328864091956
553,2.987431786102172
554,2.989273510592323
555,3.008577505911785
556,3.005721302449123
557,2.9915748387778396
558,2.9893428820055283
559,2.9904227553559215
560,2.989443640364137
561,3.0011706281797195
562,2.996504354692845
563,2.9903045461923115
564,3.00043288337245
565,2.9903480256799853
566,3.0086582378148745
567,2.994200073464643
568,2.9985552638901165
569,2.996036402197196
570,2.991635889025615
571,3.000092808640355
572,2.9994582336330953
573,3.0034031876830736
574,2.9881745528609027
575,2.999277470893519
576,2.9909290547602456
577,2.994358714124929
578,2.986643725547435
579,2.986639507075979
580,2.9897363182799452
581,2.99420747846098
582,2.997464499221831
583,2.9933056332311203
584,2.99343227292094
585,2.9944742408620852
586,2.993811349994058
587,2.996999951003097
588,2.9963258229957717
589,2.9792880679253493
590,2.9783605472673824
591,3.0037979689767567
592,2.9824344100769253
593,3.006147502547576
594,3.003850918414432
595,3.001440983925048
596,3.002095616194353
597,3.0020848065392265
598,2.9979433017527337
599,2.9940151255467677
600,2.996818325157427
601,2.996348098636988
602,2.9980077208697704
603,3.0044853855708364
604,2.987172594285773
605,2.9864072164336237
606,3.011003258891019
607,2.981512181516327
608,3.004533630533477
609,2.9959592557239705
610,3.0069569565141734
611,2.9851585976631503
612,2.996582235676513
613,2.9852587550137226
614,2.9855756261365567
615,3.0022257855273504
616,2.9885640895326673
617,2.9883976891445676
618,3.0106227271357713
619,2.97985264513861
620,2.982114961529845
621,2.9847447636254
622,3.0113077948200653
623,2.9803439807120657
624,2.978835854589267
625,2.9737368048772814
626,2.984937772630809
627,2.987897070968414
628,2.986918664354908
629,2.995553953110669
630,3.0003007258309693
631,3.0028505429166916
632,3.001635312407752
633,2.985943819390563
634,2.9851890294011074
635,3.012330143869009
636,2.9997851378119655
637,3.005353972895109
638,2.995734965912497
639,2.9920792977823623
640,2.991042453657562
641,3.000848423052078
642,3.00006671731051
643,2.9966865627449595
644,3.0041496148130684
645,3.0045793994168655
646,2.9860046216155367
